city,date_time,maxtempC,Cigarette consumption per year per person,Density(P/km2),age_greater_65,median_age,mintempC,humidity,confirmed cases
Canada,2020-02-01,-2,"1,021",4,"6,385,985",42.2,-12,95,1
Canada,2020-02-02,-1,"1,021",4,"6,385,985",42.2,-8,97,0
Canada,2020-02-03,1,"1,021",4,"6,385,985",42.2,-6,92,0
Canada,2020-02-04,0,"1,021",4,"6,385,985",42.2,-7,90,0
Canada,2020-02-05,-10,"1,021",4,"6,385,985",42.2,-18,85,1
Canada,2020-02-06,-4,"1,021",4,"6,385,985",42.2,-12,95,0
Canada,2020-02-07,-6,"1,021",4,"6,385,985",42.2,-13,89,2
Canada,2020-02-08,-15,"1,021",4,"6,385,985",42.2,-25,89,0
Canada,2020-02-09,-9,"1,021",4,"6,385,985",42.2,-24,91,0
Canada,2020-02-10,0,"1,021",4,"6,385,985",42.2,-6,96,0
Canada,2020-02-11,0,"1,021",4,"6,385,985",42.2,-7,93,0
Canada,2020-02-12,-1,"1,021",4,"6,385,985",42.2,-9,88,0
Canada,2020-02-13,-3,"1,021",4,"6,385,985",42.2,-18,92,0
Canada,2020-02-14,-17,"1,021",4,"6,385,985",42.2,-27,87,0
Canada,2020-02-15,-7,"1,021",4,"6,385,985",42.2,-21,91,0
Canada,2020-02-16,0,"1,021",4,"6,385,985",42.2,-5,89,0
Canada,2020-02-17,-8,"1,021",4,"6,385,985",42.2,-18,84,0
Canada,2020-02-18,2,"1,021",4,"6,385,985",42.2,-15,93,1
Canada,2020-02-19,-9,"1,021",4,"6,385,985",42.2,-14,82,0
Canada,2020-02-20,-13,"1,021",4,"6,385,985",42.2,-20,89,0
Canada,2020-02-21,-3,"1,021",4,"6,385,985",42.2,-19,88,0
Canada,2020-02-22,0,"1,021",4,"6,385,985",42.2,-7,89,0
Canada,2020-02-23,1,"1,021",4,"6,385,985",42.2,-7,95,1
Canada,2020-02-24,2,"1,021",4,"6,385,985",42.2,-2,94,0
Canada,2020-02-25,0,"1,021",4,"6,385,985",42.2,-4,92,1
Canada,2020-02-26,-1,"1,021",4,"6,385,985",42.2,-6,91,0
Canada,2020-02-27,1,"1,021",4,"6,385,985",42.2,-10,96,1
Canada,2020-02-28,-10,"1,021",4,"6,385,985",42.2,-14,88,0
Canada,2020-02-29,-9,"1,021",4,"6,385,985",42.2,-17,91,3
Canada,2020-03-01,-5,"1,021",4,"6,385,985",42.2,-18,88,5
Canada,2020-03-02,3,"1,021",4,"6,385,985",42.2,-7,98,0
Canada,2020-03-03,0,"1,021",4,"6,385,985",42.2,-9,96,8
Canada,2020-03-04,1,"1,021",4,"6,385,985",42.2,-3,92,3
Canada,2020-03-05,0,"1,021",4,"6,385,985",42.2,-5,95,0
Canada,2020-03-06,-1,"1,021",4,"6,385,985",42.2,-6,91,15
Canada,2020-03-07,-3,"1,021",4,"6,385,985",42.2,-12,83,6
Canada,2020-03-08,3,"1,021",4,"6,385,985",42.2,-5,89,6
Canada,2020-03-09,8,"1,021",4,"6,385,985",42.2,1,90,5
Canada,2020-03-10,7,"1,021",4,"6,385,985",42.2,-4,92,15
Canada,2020-03-11,-2,"1,021",4,"6,385,985",42.2,-9,76,16
Canada,2020-03-12,0,"1,021",4,"6,385,985",42.2,-6,93,0
Canada,2020-03-13,8,"1,021",4,"6,385,985",42.2,0,83,45
Canada,2020-03-14,2,"1,021",4,"6,385,985",42.2,-3,69,38
Canada,2020-03-15,-3,"1,021",4,"6,385,985",42.2,-8,62,68
Canada,2020-03-16,-2,"1,021",4,"6,385,985",42.2,-9,78,60
Canada,2020-03-17,5,"1,021",4,"6,385,985",42.2,-1,83,120
